f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r;azimuth;distance_ring
0.9;50;[0, 1.0];[14, 14];[15, 15];[4, 4];[4, 4];57;10;1;9.354041397711129;9.354041397711129;-13.406898868930545;-13.406898868930545;0.0;1
0.9;50;[0, 1.0];[5, 5];[0, 0];[2, 2];[4, 4];57;10;1;9.353896938002;9.353896938002;-13.405318687784602;-13.405318687784602;10.0;1
0.9;50;[0, 1.0];[4, 4];[0, 0];[2, 2];[4, 4];57;10;1;9.353482143301617;9.353482143301617;-13.40378777477706;-13.40378777477706;20.0;1
0.9;50;[0, 1.0];[4, 4];[10, 10];[3, 3];[4, 4];57;10;1;9.35280961837919;9.35280961837919;-13.402352648787232;-13.402352648787232;30.0;1
0.9;50;[0, 1.0];[6, 6];[10, 10];[3, 3];[4, 4];57;10;1;9.351899799342483;9.351899799342483;-13.401056917258163;-13.401056917258163;40.0;1
0.9;50;[0, 1.0];[6, 6];[0, 0];[2, 2];[4, 4];57;10;1;9.35078033248205;9.35078033248205;-13.399939950981276;-13.399939950981276;50.0;1
0.9;50;[0, 1.0];[6, 6];[0, 0];[2, 2];[4, 4];57;10;1;9.349485234023053;9.349485234023053;-13.39903568775727;-13.39903568775727;60.0;1
0.9;50;[0, 1.0];[7, 7];[15, 15];[4, 4];[4, 4];57;10;1;9.34805385634309;9.34805385634309;-13.398371601292654;-13.398371601292654;70.0;1
0.9;50;[0, 1.0];[7, 7];[0, 0];[2, 2];[4, 4];57;10;1;9.346529692093162;9.346529692093162;-13.397967866651816;-13.397967866651816;80.0;1
0.9;50;[0, 1.0];[7, 7];[0, 0];[2, 2];[4, 4];57;10;1;9.344959052579249;9.344959052579249;-13.397836747594349;-13.397836747594349;90.0;1
0.9;50;[0, 1.0];[6, 6];[0, 0];[2, 2];[4, 4];57;10;1;9.343389660575317;9.343389660575317;-13.39798222437117;-13.39798222437117;100.0;1
0.9;50;[0, 1.0];[5, 5];[0, 0];[2, 2];[4, 4];57;10;1;9.341869200329205;9.341869200329205;-13.398399873237308;-13.398399873237308;110.0;1
0.9;50;[0, 1.0];[5, 5];[0, 0];[2, 2];[4, 4];57;10;1;9.340443868814043;9.340443868814043;-13.39907700128792;-13.39907700128792;120.0;1
0.9;50;[0, 1.0];[6, 6];[0, 0];[2, 2];[4, 4];57;10;1;9.339156972230905;9.339156972230905;-13.399993032469654;-13.399993032469654;130.0;1
0.9;50;[0, 1.0];[6, 6];[0, 0];[2, 2];[4, 4];57;10;1;9.338047610386084;9.338047610386084;-13.40112013299731;-13.40112013299731;140.0;1
0.9;50;[0, 1.0];[6, 6];[15, 15];[4, 4];[4, 4];57;10;1;9.33714948889175;9.33714948889175;-13.402424057145954;-13.402424057145954;150.0;1
0.9;50;[0, 1.0];[10, 10];[0, 0];[2, 2];[4, 4];57;10;1;9.336489895252994;9.336489895252994;-13.403865187710549;-13.403865187710549;160.0;1
0.9;50;[0, 1.0];[13, 13];[0, 0];[2, 2];[4, 4];57;10;1;9.336088869926671;9.336088869926671;-13.40539973952891;-13.40539973952891;170.0;1
0.9;50;[0, 1.0];[6, 6];[10, 10];[3, 3];[4, 4];57;10;1;9.335958597517804;9.335958597517804;-13.406981089526854;-13.406981089526854;180.0;1
0.9;50;[0, 1.0];[6, 6];[10, 10];[3, 3];[4, 4];57;10;1;9.33610303659795;9.33610303659795;-13.408561192914307;-13.408561192914307;190.0;1
0.9;50;[0, 1.0];[7, 7];[0, 0];[2, 2];[4, 4];57;10;1;9.336517799388467;9.336517799388467;-13.410092042552835;-13.410092042552835;200.0;1
0.9;50;[0, 1.0];[10, 10];[10, 10];[3, 3];[4, 4];57;10;1;9.33719028496894;9.33719028496894;-13.411527127206359;-13.411527127206359;210.0;1
0.9;50;[0, 1.0];[5, 5];[15, 15];[4, 4];[4, 4];57;10;1;9.338100061976828;9.338100061976828;-13.412822844417603;-13.412822844417603;220.0;1
0.9;50;[0, 1.0];[5, 5];[15, 15];[4, 4];[4, 4];57;10;1;9.33921948919088;9.33921948919088;-13.413939825122085;-13.413939825122085;230.0;1
0.9;50;[0, 1.0];[4, 4];[15, 15];[4, 4];[4, 4];57;10;1;9.340514555167868;9.340514555167868;-13.414844129778928;-13.414844129778928;240.0;1
0.9;50;[0, 1.0];[4, 4];[15, 15];[4, 4];[4, 4];57;10;1;9.341945911447993;9.341945911447993;-13.415508279684202;-13.415508279684202;250.0;1
0.9;50;[0, 1.0];[5, 5];[0, 0];[1, 1];[4, 4];57;10;1;9.343470067961404;9.343470067961404;-13.415912092121651;-13.415912092121651;260.0;1
0.9;50;[0, 1.0];[5, 5];[0, 0];[1, 1];[4, 4];57;10;1;9.34504071433525;9.34504071433525;-13.416043293948256;-13.416043293948256;270.0;1
0.9;50;[0, 1.0];[4, 4];[0, 0];[1, 1];[4, 4];57;10;1;9.346610126968166;9.346610126968166;-13.41589789492992;-13.41589789492992;280.0;1
0.9;50;[0, 1.0];[5, 5];[15, 15];[4, 4];[4, 4];57;10;1;9.348130619124145;9.348130619124145;-13.415480309432796;-13.415480309432796;290.0;1
0.9;50;[0, 1.0];[6, 6];[15, 15];[4, 4];[4, 4];57;10;1;9.349555989981257;9.349555989981257;-13.414803222718492;-13.414803222718492;300.0;1
0.9;50;[0, 1.0];[5, 5];[15, 15];[4, 4];[4, 4];57;10;1;9.350842928593211;9.350842928593211;-13.413887205854584;-13.413887205854584;310.0;1
0.9;50;[0, 1.0];[6, 6];[15, 15];[4, 4];[4, 4];57;10;1;9.351952330084412;9.351952330084412;-13.412760090899337;-13.412760090899337;320.0;1
0.9;50;[0, 1.0];[7, 7];[15, 15];[4, 4];[4, 4];57;10;1;9.352850484060767;9.352850484060767;-13.411456125317862;-13.411456125317862;330.0;1
0.9;50;[0, 1.0];[5, 5];[15, 15];[4, 4];[4, 4];57;10;1;9.35351009909936;9.35351009909936;-13.410014931312602;-13.410014931312602;340.0;1
0.9;50;[0, 1.0];[7, 7];[10, 10];[3, 3];[4, 4];57;10;1;9.353911132162196;9.353911132162196;-13.40848030169763;-13.40848030169763;350.0;1
0.9;50;[0, 1.0, 2.0];[14, 14, 4];[15, 15, 0];[4, 4, 2];[4, 4, 4];57;10;1;9.354041397711129;9.363082790646727;-13.406898868930545;-13.406857696313264;0.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 6];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.353896938002;9.362793850578276;-13.405318687784602;-13.403697256145017;10.0;2
0.9;50;[0, 1.0, 2.0];[4, 4, 4];[0, 0, 0];[2, 2, 1];[4, 4, 4];57;10;1;9.353482143301617;9.36196422921237;-13.40378777477706;-13.400635366676026;20.0;2
0.9;50;[0, 1.0, 2.0];[4, 4, 4];[10, 10, 15];[3, 3, 4];[4, 4, 3];57;10;1;9.35280961837919;9.360619139953014;-13.402352648787232;-13.397765073330914;30.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 5];[10, 10, 10];[3, 3, 3];[4, 4, 3];57;10;1;9.351899799342483;9.358799459783567;-13.401056917258163;-13.395173595989338;40.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 10];[0, 0, 0];[2, 2, 2];[4, 4, 3];57;10;1;9.35078033248205;9.356560486376667;-13.399939950981276;-13.392939677951878;50.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 8];[0, 0, 0];[2, 2, 2];[4, 4, 3];57;10;1;9.349485234023053;9.353970256980418;-13.39903568775727;-13.391131193055969;60.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 5];[15, 15, 0];[4, 4, 2];[4, 4, 4];57;10;1;9.34805385634309;9.35110748027284;-13.398371601292654;-13.389803083685264;70.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 5];[0, 0, 10];[2, 2, 3];[4, 4, 4];57;10;1;9.346529692093162;9.348059144129682;-13.397967866651816;-13.388995692285068;80.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 6];[0, 0, 10];[2, 2, 3];[4, 4, 4];57;10;1;9.344959052579249;9.344917872078124;-13.397836747594349;-13.388733536968418;90.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 6];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.343389660575317;9.34177910881475;-13.39798222437117;-13.38902456824616;100.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 6];[0, 0, 10];[2, 2, 3];[4, 4, 4];57;10;1;9.341869200329205;9.338738220323364;-13.398399873237308;-13.389859929258746;110.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 9];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.340443868814043;9.335887596684044;-13.39907700128792;-13.391214226577013;120.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 4];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.339156972230905;9.333313845547101;-13.399993032469654;-13.393046303140457;130.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 4];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.338047610386084;9.331095161461604;-13.40112013299731;-13.3953004896833;140.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 11];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.33714948889175;9.32929895088631;-13.402424057145954;-13.397908296518603;150.0;2
0.9;50;[0, 1.0, 2.0];[10, 10, 7];[0, 0, 0];[2, 2, 2];[4, 4, 4];57;10;1;9.336489895252994;9.327979784936092;-13.403865187710549;-13.400790494241512;160.0;2
0.9;50;[0, 1.0, 2.0];[13, 13, 5];[0, 0, 10];[2, 2, 3];[4, 4, 4];57;10;1;9.336088869926671;9.327177741965942;-13.40539973952891;-13.403859520170325;170.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 12];[10, 10, 15];[3, 3, 4];[4, 4, 4];57;10;1;9.335958597517804;9.326917190269011;-13.406981089526854;-13.40702213751632;180.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 6];[10, 10, 15];[3, 3, 4];[4, 4, 4];57;10;1;9.33610303659795;9.327206047821528;-13.408561192914307;-13.410182266650592;190.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 5];[0, 0, 15];[2, 2, 4];[4, 4, 4];57;10;1;9.336517799388467;9.328035541547962;-13.410092042552835;-13.413243902643513;200.0;2
0.9;50;[0, 1.0, 2.0];[10, 10, 4];[10, 10, 15];[3, 3, 4];[4, 4, 4];57;10;1;9.33719028496894;9.329380473439505;-13.411527127206359;-13.416114030643413;210.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 4];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.338100061976828;9.331199985493695;-13.412822844417603;-13.418705450713713;220.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 7];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.33921948919088;9.33343880031506;-13.413939825122085;-13.420939426461578;230.0;2
0.9;50;[0, 1.0, 2.0];[4, 4, 8];[15, 15, 0];[4, 4, 1];[4, 4, 4];57;10;1;9.340514555167868;9.336028899783264;-13.414844129778928;-13.42274807708884;240.0;2
0.9;50;[0, 1.0, 2.0];[4, 4, 0];[15, 15, 0];[4, 4, 1];[4, 4, 4];57;10;1;9.341945911447993;9.338891590891523;-13.415508279684202;-13.424076440222192;250.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 0];[0, 0, 0];[1, 1, 1];[4, 4, 4];57;10;1;9.343470067961404;9.341939896088617;-13.415912092121651;-13.424884142808809;260.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 0];[0, 0, 0];[1, 1, 1];[4, 4, 1];57;10;1;9.34504071433525;9.345081195579922;-13.416043293948256;-13.425146629201986;270.0;2
0.9;50;[0, 1.0, 2.0];[4, 4, 0];[0, 0, 0];[1, 1, 1];[4, 4, 4];57;10;1;9.346610126968166;9.348220041359212;-13.41589789492992;-13.424855908958172;280.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 0];[15, 15, 0];[4, 4, 1];[4, 4, 4];57;10;1;9.348130619124145;9.351261057490053;-13.415480309432796;-13.42402080142164;290.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 7];[15, 15, 0];[4, 4, 1];[4, 4, 4];57;10;1;9.349555989981257;9.354111838497161;-13.414803222718492;-13.422666669448603;300.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 5];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.350842928593211;9.356685757749354;-13.413887205854584;-13.420834650156483;310.0;2
0.9;50;[0, 1.0, 2.0];[6, 6, 5];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.351952330084412;9.358904600420392;-13.412760090899337;-13.41858040590329;320.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 7];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.352850484060767;9.360700940923744;-13.411456125317862;-13.41597243333667;330.0;2
0.9;50;[0, 1.0, 2.0];[5, 5, 3];[15, 15, 15];[4, 4, 4];[4, 4, 4];57;10;1;9.35351009909936;9.362020192473311;-13.410014931312602;-13.413089981851112;340.0;2
0.9;50;[0, 1.0, 2.0];[7, 7, 4];[10, 10, 15];[3, 3, 4];[4, 4, 4];57;10;1;9.353911132162196;9.362822266389541;-13.40848030169763;-13.410020644735841;350.0;2
0.9;50;[0, 1.0, 2.0, 3.0];[14, 14, 4, 5];[15, 15, 0, 0];[4, 4, 2, 2];[4, 4, 4, 3];57;10;1;9.354041397711129;9.372124178802327;-13.406898868930545;-13.406816482142924;0.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[5, 5, 6, 5];[0, 0, 0, 0];[2, 2, 2, 2];[4, 4, 4, 3];57;10;1;9.353896938002;9.37169073770314;-13.405318687784602;-13.402075704958122;10.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[4, 4, 4, 8];[0, 0, 0, 15];[2, 2, 1, 4];[4, 4, 4, 3];57;10;1;9.353482143301617;9.370446257651293;-13.40378777477706;-13.397482775488893;20.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[4, 4, 4, 5];[10, 10, 15, 15];[3, 3, 4, 4];[4, 4, 3, 3];57;10;1;9.35280961837919;9.36842856456796;-13.402352648787232;-13.39317727339389;30.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 5, 7];[10, 10, 10, 15];[3, 3, 3, 4];[4, 4, 3, 3];57;10;1;9.351899799342483;9.365698981102506;-13.401056917258163;-13.38929003599078;40.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 10, 8];[0, 0, 0, 15];[2, 2, 2, 4];[4, 4, 3, 3];57;10;1;9.35078033248205;9.362340461423488;-13.399939950981276;-13.38593918079779;50.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 8, 8];[0, 0, 0, 0];[2, 2, 2, 2];[4, 4, 3, 3];57;10;1;9.349485234023053;9.35845506861552;-13.39903568775727;-13.383226515901363;60.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[7, 7, 5, 8];[15, 15, 0, 15];[4, 4, 2, 4];[4, 4, 4, 3];57;10;1;9.34805385634309;9.354160871584838;-13.398371601292654;-13.381234447300955;70.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[7, 7, 5, 10];[0, 0, 10, 0];[2, 2, 3, 2];[4, 4, 4, 3];57;10;1;9.346529692093162;9.34958835599838;-13.397967866651816;-13.380023477107752;80.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[7, 7, 6, 8];[0, 0, 10, 0];[2, 2, 3, 2];[4, 4, 4, 3];57;10;1;9.344959052579249;9.34487645850177;-13.397836747594349;-13.379630368359331;90.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 6, 7];[0, 0, 0, 0];[2, 2, 2, 2];[4, 4, 4, 3];57;10;1;9.343389660575317;9.340168344838956;-13.39798222437117;-13.380067031827682;100.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[5, 5, 6, 8];[0, 0, 10, 10];[2, 2, 3, 3];[4, 4, 4, 3];57;10;1;9.341869200329205;9.335607060194093;-13.398399873237308;-13.381320168178304;110.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[5, 5, 9, 6];[0, 0, 0, 0];[2, 2, 2, 2];[4, 4, 4, 4];57;10;1;9.340443868814043;9.331331183870644;-13.39907700128792;-13.383351675862025;120.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 4, 2];[0, 0, 0, 10];[2, 2, 2, 3];[4, 4, 4, 4];57;10;1;9.339156972230905;9.327470620209757;-13.399993032469654;-13.386099811889316;130.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 4, 8];[0, 0, 0, 15];[2, 2, 2, 4];[4, 4, 4, 4];57;10;1;9.338047610386084;9.324142653445463;-13.40112013299731;-13.389481069850032;140.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 11, 6];[15, 15, 15, 0];[4, 4, 4, 2];[4, 4, 4, 4];57;10;1;9.33714948889175;9.321448386133975;-13.402424057145954;-13.393392717880873;150.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[10, 10, 7, 9];[0, 0, 0, 15];[2, 2, 2, 4];[4, 4, 4, 4];57;10;1;9.336489895252994;9.319469669127054;-13.403865187710549;-13.397715919390192;160.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[13, 13, 5, 4];[0, 0, 10, 10];[2, 2, 3, 3];[4, 4, 4, 4];57;10;1;9.336088869926671;9.318266616141534;-13.40539973952891;-13.402319341810227;170.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 12, 4];[10, 10, 15, 15];[3, 3, 4, 4];[4, 4, 4, 4];57;10;1;9.335958597517804;9.317875778258088;-13.406981089526854;-13.407063143973618;180.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[6, 6, 6, 5];[10, 10, 15, 15];[3, 3, 4, 4];[4, 4, 4, 4];57;10;1;9.33610303659795;9.31830903369642;-13.408561192914307;-13.411803221331912;190.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[7, 7, 5, 9];[0, 0, 15, 15];[2, 2, 4, 4];[4, 4, 4, 4];57;10;1;9.336517799388467;9.319553226559432;-13.410092042552835;-13.416395580479954;200.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[10, 10, 4, 0];[10, 10, 15, 0];[3, 3, 4, 1];[4, 4, 4, 1];57;10;1;9.33719028496894;9.321570565565176;-13.411527127206359;-13.420700710548262;210.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[5, 5, 4, 0];[15, 15, 15, 0];[4, 4, 4, 1];[4, 4, 4, 1];57;10;1;9.338100061976828;9.324299770771297;-13.412822844417603;-13.424587819091064;220.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[5, 5, 7, 0];[15, 15, 15, 0];[4, 4, 4, 1];[4, 4, 4, 1];57;10;1;9.33921948919088;9.327657933632901;-13.413939825122085;-13.427938804132541;230.0;3
0.9;50;[0, 1.0, 2.0, 3.0];[4, 4, 8, 0];[15, 15, 0, 0];[4, 4, 1, 1];[4, 4, 4, 1];57;10;1;9.340514555167868;9.331543034102808;-13.414844129778928;-13.43065184192456;240.0;3
