f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r;azimuth;distance_ring
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.33921948919088;9.287186910150263;-13.413939825122085;-13.476928194694986;230.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[4, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.340514555167868;9.3001361076137;-13.414844129778928;-13.485973086068164;240.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.341945911447993;9.314448698820112;-13.415508279684202;-13.492617420503276;250.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.343470067961404;9.32968990043364;-13.415912092121651;-13.496659031714024;260.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.34504071433525;9.345396653675218;-13.416043293948256;-13.497974769771778;270.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.346610126968166;9.361091689245397;-13.41589789492992;-13.496524284385577;280.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.348130619124145;9.376298031732771;-13.415480309432796;-13.492351295653481;290.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.349555989981257;9.390553502592637;-13.414803222718492;-13.4855823083254;300.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.350842928593211;9.403424779918343;-13.413887205854584;-13.476422803443347;310.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[6, 6, 5, 0, 0, 0, 0, 0, 0, 3, 10];[15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 15];[4, 4, 4, 1, 1, 1, 1, 1, 1, 3, 4];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 4];57;10;1;9.351952330084412;9.414520585887317;-13.412760090899337;-13.465151018663203;320.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[7, 7, 7, 7, 0, 0, 0, 0, 0, 4, 9];[15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 15];[4, 4, 4, 2, 1, 1, 1, 1, 1, 3, 4];[4, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4];57;10;1;9.352850484060767;9.423503598667207;-13.411456125317862;-13.45210950318744;330.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[5, 5, 3, 1, 4, 5, 0, 0, 6, 4, 2];[15, 15, 15, 10, 15, 0, 0, 0, 0, 10, 10];[4, 4, 4, 3, 4, 1, 1, 1, 2, 3, 3];[4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4];57;10;1;9.35351009909936;9.430100724017525;-13.410014931312602;-13.437694702632353;340.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0];[7, 7, 4, 5, 5, 4, 4, 0, 5, 4, 3];[10, 10, 15, 10, 15, 10, 0, 0, 10, 15, 15];[3, 3, 4, 3, 4, 3, 1, 1, 3, 4, 4];[4, 4, 4, 4, 4, 3, 3, 1, 1, 1, 3];57;10;1;9.353911132162196;9.434111411706482;-13.40848030169763;-13.42234489099322;350.0;10
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[14, 14, 4, 5, 5, 14, 4, 0, 4, 2, 2, 4];[15, 15, 0, 0, 0, 15, 10, 0, 0, 10, 10, 0];[4, 4, 2, 2, 2, 4, 3, 1, 1, 3, 3, 2];[4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 3, 3];57;10;1;9.354041397711129;9.444455111431507;-13.406898868930545;-13.406485272240646;0.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 6, 5, 5, 3, 3, 0, 0, 0, 0, 0];[0, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0];[2, 2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.353896938002;9.442864915368313;-13.405318687784602;-13.389098976977746;10.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[4, 4, 4, 8, 3, 5, 6, 4, 7, 5, 5, 7];[0, 0, 0, 15, 15, 10, 15, 10, 10, 15, 0, 10];[2, 2, 1, 4, 4, 3, 4, 3, 3, 4, 2, 3];[4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.353482143301617;9.438300406458788;-13.40378777477706;-13.372255429920607;20.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[4, 4, 4, 5, 4, 7, 6, 6, 5, 8, 12, 21];[10, 10, 15, 15, 15, 0, 0, 10, 15, 0, 15, 15];[3, 3, 4, 4, 4, 2, 2, 3, 4, 2, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.35280961837919;9.43090045254274;-13.402352648787232;-13.35646676412551;30.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 5, 7, 3, 12, 10, 7, 4, 8, 2, 4];[10, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 0];[3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 1];[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.351899799342483;9.42089011676571;-13.401056917258163;-13.342212937399871;40.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 10, 8, 10, 11, 27, 10, 9, 8, 9, 21];[0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.35078033248205;9.408573792032312;-13.399939950981276;-13.329927121399347;50.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 8, 8, 7, 10, 9, 12, 21, 9, 10, 21];[0, 0, 0, 0, 15, 15, 0, 15, 15, 15, 15, 15];[2, 2, 2, 2, 4, 4, 2, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.349485234023053;9.394325923306939;-13.39903568775727;-13.319982530986765;60.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 5, 8, 8, 10, 10, 10, 9, 12, 5, 10];[15, 15, 0, 15, 15, 15, 15, 0, 15, 15, 15, 15];[4, 4, 2, 4, 4, 4, 4, 1, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.34805385634309;9.37857960331989;-13.398371601292654;-13.312681095042048;70.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 5, 10, 12, 13, 23, 8, 6, 7, 1, 10];[0, 0, 10, 0, 15, 15, 15, 15, 15, 15, 0, 15];[2, 2, 3, 2, 4, 4, 4, 4, 4, 4, 1, 4];[4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.346529692093162;9.361813391573952;-13.397967866651816;-13.308244311472217;80.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 6, 8, 7, 18, 24, 11, 7, 7, 0, 1];[0, 0, 10, 0, 15, 15, 15, 15, 15, 15, 0, 0];[2, 2, 3, 2, 4, 4, 4, 4, 4, 4, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 1, 3];57;10;1;9.344959052579249;9.344536759809856;-13.397836747594349;-13.306806560544938;90.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 6, 7, 11, 9, 5, 7, 0, 0, 0, 0];[0, 0, 0, 0, 15, 0, 15, 0, 0, 0, 0, 0];[2, 2, 2, 2, 4, 2, 4, 1, 1, 1, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 1, 1, 3, 3];57;10;1;9.343389660575317;9.3272746077698;-13.39798222437117;-13.308411074232444;100.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 6, 8, 9, 9, 8, 10, 0, 0, 6, 3];[0, 0, 10, 10, 0, 0, 15, 15, 0, 0, 15, 10];[2, 2, 3, 3, 2, 2, 4, 4, 1, 1, 4, 3];[4, 4, 4, 3, 3, 3, 3, 1, 1, 1, 3, 3];57;10;1;9.341869200329205;9.310551320113307;-13.398399873237308;-13.31300867753658;110.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 9, 6, 5, 15, 9, 7, 0, 0, 0, 11];[0, 0, 0, 0, 0, 15, 10, 15, 0, 0, 0, 15];[2, 2, 2, 2, 2, 4, 3, 4, 1, 1, 1, 4];[4, 4, 4, 4, 4, 3, 3, 1, 1, 1, 1, 3];57;10;1;9.340443868814043;9.294874848038322;-13.39907700128792;-13.320459333356908;120.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 4, 2, 7, 7, 4, 5, 5, 0, 0, 0];[0, 0, 0, 10, 0, 15, 15, 10, 15, 0, 0, 0];[2, 2, 2, 3, 2, 4, 4, 3, 4, 1, 1, 1];[4, 4, 4, 4, 4, 3, 3, 1, 1, 1, 1, 1];57;10;1;9.339156972230905;9.280721297319536;-13.399993032469654;-13.330536437917612;130.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 4, 8, 5, 6, 7, 6, 9, 6, 0, 0];[0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 0, 0];[2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 1, 1];[4, 4, 4, 4, 4, 4, 4, 3, 1, 1, 1, 1];57;10;1;9.338047610386084;9.268520488281997;-13.40112013299731;-13.342933731542375;140.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 11, 6, 7, 3, 5, 3, 6, 0, 0, 0];[15, 15, 15, 0, 10, 10, 10, 10, 15, 0, 0, 0];[4, 4, 4, 2, 3, 3, 3, 3, 4, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1];57;10;1;9.33714948889175;9.258642923257636;-13.402424057145954;-13.357274611964852;150.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[10, 10, 7, 9, 7, 6, 5, 5, 0, 0, 0, 0];[0, 0, 0, 15, 15, 0, 10, 15, 0, 0, 0, 0];[2, 2, 2, 4, 4, 2, 3, 4, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1];57;10;1;9.336489895252994;9.251388554266173;-13.403865187710549;-13.373123566502352;160.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[13, 13, 5, 4, 4, 4, 5, 6, 0, 0, 0, 0];[0, 0, 10, 10, 10, 10, 10, 15, 0, 0, 0, 0];[2, 2, 3, 3, 3, 3, 3, 4, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.336088869926671;9.246977689300635;-13.40539973952891;-13.389999377197684;170.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 12, 4, 4, 6, 8, 6, 0, 0, 0, 0];[10, 10, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0];[3, 3, 4, 4, 4, 4, 4, 1, 1, 1, 1, 2];[4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.335958597517804;9.245544311270171;-13.406981089526854;-13.407389701097628;180.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 6, 5, 4, 0, 0, 0, 6, 0, 0, 0];[10, 10, 15, 15, 0, 0, 0, 0, 15, 0, 0, 0];[3, 3, 4, 4, 1, 1, 1, 1, 4, 1, 1, 1];[4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.33610303659795;9.247132011222643;-13.408561192914307;-13.424766587561784;190.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0];[2, 2, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.336517799388467;9.251692659032132;-13.410092042552835;-13.44160246695968;200.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[10, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0];[10, 10, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.33719028496894;9.25908785256806;-13.411527127206359;-13.457386131070802;210.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.338100061976828;9.269093102860284;-13.412822844417603;-13.471638225361547;220.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.33921948919088;9.281404630390174;-13.413939825122085;-13.483925787125829;230.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[4, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.340514555167868;9.295648568805822;-13.414844129778928;-13.493875390927316;240.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.341945911447993;9.311392299427224;-13.415508279684202;-13.501184503191837;250.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.343470067961404;9.328157575063642;-13.415912092121651;-13.505630700135011;260.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.34504071433525;9.34543503688044;-13.416043293948256;-13.50707846610313;270.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.346610126968166;9.362699685018589;-13.41589789492992;-13.5054833611709;280.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.348130619124145;9.379426833754493;-13.415480309432796;-13.500893425509272;290.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.349555989981257;9.395108066190627;-13.414803222718492;-13.493447771390741;300.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1];57;10;1;9.350842928593211;9.40926670238579;-13.413887205854584;-13.48337239930898;310.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[6, 6, 5, 0, 0, 0, 0, 0, 0, 3, 10, 2];[15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 15, 10];[4, 4, 4, 1, 1, 1, 1, 1, 1, 3, 4, 3];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 4, 4];57;10;1;9.351952330084412;9.421472308632882;-13.412760090899337;-13.470973359970118;320.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 7, 7, 0, 0, 0, 0, 0, 4, 9, 15];[15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 15, 15];[4, 4, 4, 2, 1, 1, 1, 1, 1, 3, 4, 4];[4, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4];57;10;1;9.352850484060767;9.431353803984662;-13.411456125317862;-13.45662746619077;330.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[5, 5, 3, 1, 4, 5, 0, 0, 6, 4, 2, 3];[15, 15, 15, 10, 15, 0, 0, 0, 0, 10, 10, 10];[4, 4, 4, 3, 4, 1, 1, 1, 2, 3, 3, 3];[4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4];57;10;1;9.35351009909936;9.43861076236284;-13.410014931312602;-13.44077083533289;340.0;11
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0];[7, 7, 4, 5, 5, 4, 4, 0, 5, 4, 3, 5];[10, 10, 15, 10, 15, 10, 0, 0, 10, 15, 15, 10];[3, 3, 4, 3, 4, 3, 1, 1, 3, 4, 4, 3];[4, 4, 4, 4, 4, 3, 3, 1, 1, 1, 3, 4];57;10;1;9.353911132162196;9.443022563452475;-13.40848030169763;-13.423885611231297;350.0;11
